backend,backend_key,n,status,fit_s,loglik_s,predict_s,update_s,wall_s,ll,ll_native,ll_comparable,rmse,q2,dloglik_n,dmean_rms
GPyTorch-BBMM-MKL,gpt-cpu,250,ok,0.08563572400453268,0.08010375100275269,0.09017336000397336,,1.406379100997583,-318.7181273963491,-1.276271645964825,True,0.47726339572954435,0.8951950303332057,0.0059090972218909885,0.00025418852373359157
GPyTorch-BBMM-MKL,gpt-cpu,500,ok,0.11935993299994152,0.14082907100237207,0.1291252480004914,,2.29488755499915,-487.9890792452607,-1.0413789057067133,True,0.3401849750233162,0.9467529098843661,0.04953420232932797,0.00031617014781248426
GPyTorch-BBMM-MKL,gpt-cpu,1000,ok,0.3603394829988247,0.38211347600008594,0.1971119039953919,,5.070537898005568,-892.066429529481,-1.106682942960495,True,0.21110449603432618,0.9794949615258839,0.37920907469141185,0.0003409430434523475
GPyTorch-BBMM-MKL,gpt-cpu,2000,ok,1.2764528840052662,1.3624365759969805,0.7181911169973318,,18.866220657997474,-584.8384721798934,-0.7102656613432196,True,0.0955131835560357,0.9958024849266359,0.26210584475326765,0.0005066318146485914
GPyTorch-BBMM-MKL,gpt-cpu,4000,ok,8.47125312800199,11.40436891799618,5.078397525001492,,29.52103469699796,1552.4019131817709,-0.27850045267001255,True,0.04215048481936504,0.999182531980697,0.15784169351090044,0.0003013062143424293
GPyTorch-BBMM-MKL,gpt-cpu,8000,ok,90.53485408800043,83.77543475599668,38.7145221880055,,249.47771675900003,8929.337842929075,0.17073456794560865,True,0.021663840932221946,0.9997840582885075,0.1027840459054687,0.0004072118309699939
GPyTorch-Cholesky-CUDA,gpt-chol-cuda,250,ok,0.009129568003118038,0.00901928899838822,0.011111340994830243,,0.16967759300314356,-317.24085440263946,-1.2703625081881866,True,0.47726526995452423,0.8951942071882522,5.247052513368544e-09,1.4595514908585375e-08
GPyTorch-Cholesky-CUDA,gpt-chol-cuda,500,ok,0.011559434002265334,0.028382741002133116,0.027461468998808414,,0.35839760899398243,-463.22198276646,-0.9918444558788645,True,0.3401809770292285,0.9467541614405262,9.371726491735898e-09,9.542381905489628e-09
GPyTorch-Cholesky-CUDA,gpt-chol-cuda,1000,ok,0.03333372499764664,0.14096760700340383,0.10504665799817303,,1.447039794002194,-512.857371900413,-0.7274707938319804,True,0.21110004037876273,0.9794958270917652,1.706234388620942e-08,1.570797006405593e-08
GPyTorch-Cholesky-CUDA,gpt-chol-cuda,2000,ok,0.14409361300204182,0.8926816820021486,0.5450084630065248,,8.081855907999852,-60.62685463824528,-0.4481605436841396,True,0.09552206945051259,0.9958017038740185,3.59824435918199e-08,2.07085380009306e-08
GPyTorch-Cholesky-CUDA,gpt-chol-cuda,4000,ok,0.7741495660011424,6.232854822999798,3.2076600859945756,,14.108428854000522,2183.768340296163,-0.12066065994186477,True,0.04214301809856858,0.9991828215747482,8.673230240674457e-08,4.0759881562288986e-08
GPyTorch-Cholesky-CUDA,gpt-chol-cuda,8000,"error: OutOfMemoryError('CUDA out of memory. Tried to allocate 490.00 MiB. GPU 0 has a total capacity of 3.95 GiB of which 436.12 MiB is free. Including non-PyTorch memory, this process has 3.51 GiB memory in use. Of the allocated memory 2.88 GiB is allocated by PyTorch, and 17.32 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,,,,5.296198923999327,,,,,,,
GPyTorch-Cholesky-MKL,gpt-chol-cpu,250,ok,0.0058926350029651076,0.006233351996343117,0.009916145994793624,,0.11882189199968707,-317.24085440263946,-1.2703625081881866,True,0.4772652699545242,0.8951942071882522,5.247052513368544e-09,1.4595513703652036e-08
GPyTorch-Cholesky-MKL,gpt-chol-cpu,500,ok,0.008297156004118733,0.015137094997044187,0.017444758996134624,,0.24423504999867873,-463.2219827664599,-0.9918444558788644,True,0.34018097702922834,0.9467541614405263,9.371726378049062e-09,9.542383712889635e-09
GPyTorch-Cholesky-MKL,gpt-chol-cpu,1000,ok,0.03562557500117691,0.0839694909955142,0.0601093849982135,,0.9801377309995587,-512.857371900413,-0.7274707938319804,True,0.2111000403787627,0.9794958270917652,1.706234388620942e-08,1.5707970214672597e-08
GPyTorch-Cholesky-MKL,gpt-chol-cpu,2000,ok,0.1847660419953172,0.4618746560008731,0.2944325219941675,,5.069426807000127,-60.62685463824505,-0.4481605436841396,True,0.09552206945051243,0.9958017038740185,3.598244347813306e-08,2.07085375490806e-08
GPyTorch-Cholesky-MKL,gpt-chol-cpu,4000,ok,0.8689478200030862,2.936330122000072,1.5620530110027175,,19.291954890999477,2183.768340296164,-0.12066065994186453,True,0.042143018098568644,0.9991828215747482,8.67323021793709e-08,4.0759881562288986e-08
GPyTorch-Cholesky-MKL,gpt-chol-cpu,8000,ok,4.081471259996761,18.162318444003176,8.356951677997131,,34.95792587800679,9751.608223848087,0.27352037796497325,True,0.021679660561626343,0.999783742798273,2.4829059225339736e-07,5.242679192143157e-08
